,filename,label,custom_model_response,custom_model_label,custom_model_confidence,custom_model_quality,image_name,aws_labels
25,PregnantNonSuggestive/thiago-ferreira-HwFm1MNKzXg-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 94.63199615478516}]",['non_suggestive'],[94.63199615478516],TN,PregnantNonSuggestive/thiago-ferreira-HwFm1MNKzXg-unsplash.jpg,[]
26,PregnantNonSuggestive/sierra-koder-18fVqLZ7Ghw-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.89299774169922}]",['non_suggestive'],[99.89299774169922],TN,PregnantNonSuggestive/sierra-koder-18fVqLZ7Ghw-unsplash.jpg,[]
27,PregnantNonSuggestive/rene-porter-LagGwBSSElY-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 93.46699523925781}]",['non_suggestive'],[93.46699523925781],TN,PregnantNonSuggestive/rene-porter-LagGwBSSElY-unsplash.jpg,[]
28,PregnantNonSuggestive/raspopova-marina-DoBuAVCg_Do-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 97.64900207519531}]",['non_suggestive'],[97.64900207519531],TN,PregnantNonSuggestive/raspopova-marina-DoBuAVCg_Do-unsplash.jpg,[]
29,PregnantNonSuggestive/max-bohme-d4BvB5Yu5gg-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.32099914550781}]",['non_suggestive'],[99.32099914550781],TN,PregnantNonSuggestive/max-bohme-d4BvB5Yu5gg-unsplash.jpg,[]
30,PregnantNonSuggestive/max-bohme-23QjOMIdLM4-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 96.61299896240234}]",['non_suggestive'],[96.61299896240234],TN,PregnantNonSuggestive/max-bohme-23QjOMIdLM4-unsplash.jpg,"[{name"": ""Explicit"", ""parent_name"": """"}, {""name"": ""Exposed Female Nipple"", ""parent_name"": ""Explicit Nudity""}, {""name"": ""Explicit Nudity"", ""parent_name"": ""Explicit""}]"""
31,PregnantNonSuggestive/max-bohme-3j3of277RT0-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 98.04900360107422}]",['non_suggestive'],[98.04900360107422],TN,PregnantNonSuggestive/max-bohme-3j3of277RT0-unsplash.jpg,[]
32,PregnantNonSuggestive/leticia-pelissari-cWrQHdPANnc-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.99700164794922}]",['non_suggestive'],[99.99700164794922],TN,PregnantNonSuggestive/leticia-pelissari-cWrQHdPANnc-unsplash.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
33,PregnantNonSuggestive/jernej-graj-WmsnqCK9Jzg-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.06600189208984}]",['non_suggestive'],[99.06600189208984],TN,PregnantNonSuggestive/jernej-graj-WmsnqCK9Jzg-unsplash.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
34,PregnantNonSuggestive/ignacio-campo-FKOjXAbJWlw-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 95.82499694824219}]",['non_suggestive'],[95.82499694824219],TN,PregnantNonSuggestive/ignacio-campo-FKOjXAbJWlw-unsplash.jpg,[]
35,PregnantNonSuggestive/dreamstimemaximum_283575797.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 87.38899993896484}]",['non_suggestive'],[87.38899993896484],TN,PregnantNonSuggestive/dreamstimemaximum_283575797.jpg,[]
36,PregnantNonSuggestive/dreamstimemaximum_281496398.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 75.4679946899414}]",['non_suggestive'],[75.4679946899414],TN,PregnantNonSuggestive/dreamstimemaximum_281496398.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
37,PregnantNonSuggestive/dreamstimemaximum_191989514.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 97.91699981689453}]",['non_suggestive'],[97.91699981689453],TN,PregnantNonSuggestive/dreamstimemaximum_191989514.jpg,[]
38,PregnantNonSuggestive/dreamstimemaximum_175332402.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 83.18299865722656}]",['non_suggestive'],[83.18299865722656],TN,PregnantNonSuggestive/dreamstimemaximum_175332402.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Obstructed Intimate Parts"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Obstructed Female Nipple"", ""parent_name"": ""Obstructed Intimate Parts""}]"""
39,PregnantNonSuggestive/dreamstimemaximum_170223200.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 97.73999786376953}]",['non_suggestive'],[97.73999786376953],TN,PregnantNonSuggestive/dreamstimemaximum_170223200.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
40,PregnantNonSuggestive/dreamstimemaximum_36640291.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.16500091552734}]",['non_suggestive'],[99.16500091552734],TN,PregnantNonSuggestive/dreamstimemaximum_36640291.jpg,[]
41,PregnantNonSuggestive/dragos-gontariu-bqG4F5RBqoQ-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 99.9800033569336}]",['non_suggestive'],[99.9800033569336],TN,PregnantNonSuggestive/dragos-gontariu-bqG4F5RBqoQ-unsplash.jpg,[]
42,PregnantNonSuggestive/anna-deli-X-TcNKHso4s-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 97.17900085449219}]",['non_suggestive'],[97.17900085449219],TN,PregnantNonSuggestive/anna-deli-X-TcNKHso4s-unsplash.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}, {""name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}]"""
43,PregnantNonSuggestive/anna-deli-aV1yYGcK1jU-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 68.62000274658203}]",['non_suggestive'],[68.62000274658203],TN,PregnantNonSuggestive/anna-deli-aV1yYGcK1jU-unsplash.jpg,[]
44,PregnantNonSuggestive/andre-adjahoe-tqunk3qB_yU-unsplash.jpg,non_suggestive,"[{'Name': 'non_suggestive', 'Confidence': 97.66899871826172}]",['non_suggestive'],[97.66899871826172],TN,PregnantNonSuggestive/andre-adjahoe-tqunk3qB_yU-unsplash.jpg,"[{name"": ""Explicit"", ""parent_name"": """"}, {""name"": ""Explicit Sexual Activity"", ""parent_name"": ""Explicit""}]"""
45,PregnantSuggestive/Pregnancy_Pictures_140807_003.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 96.2760009765625}]",['non_suggestive'],[96.2760009765625],FN,PregnantSuggestive/Pregnancy_Pictures_140807_003.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Implied Nudity"", ""parent_name"": ""Non-Explicit Nudity""}]"""
46,PregnantSuggestive/images-2.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 63.090003967285156}]",['non_suggestive'],[63.090003967285156],FN,PregnantSuggestive/images-2.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}, {""name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}]"""
47,PregnantSuggestive/hotmilk-warrior-nursing-bra-jan-2024.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 52.926998138427734}]",['suggestive'],[52.926998138427734],TP,PregnantSuggestive/hotmilk-warrior-nursing-bra-jan-2024.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
48,PregnantSuggestive/dreamstimemaximum_253857570.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 52.79600143432617}]",['suggestive'],[52.79600143432617],TP,PregnantSuggestive/dreamstimemaximum_253857570.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Buttocks"", ""parent_name"": ""Non-Explicit Nudity""}, {""name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
49,PregnantSuggestive/dreamstimemaximum_250938011.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 84.25899505615234}]",['suggestive'],[84.25899505615234],TP,PregnantSuggestive/dreamstimemaximum_250938011.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
50,PregnantSuggestive/dreamstimemaximum_245024234.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 50.362998962402344}]",['suggestive'],[50.362998962402344],TP,PregnantSuggestive/dreamstimemaximum_245024234.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}, {""name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}]"""
51,PregnantSuggestive/dreamstimemaximum_245024206.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 65.31400299072266}]",['non_suggestive'],[65.31400299072266],FN,PregnantSuggestive/dreamstimemaximum_245024206.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
52,PregnantSuggestive/dreamstimemaximum_237018648.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 60.650997161865234}]",['suggestive'],[60.650997161865234],TP,PregnantSuggestive/dreamstimemaximum_237018648.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}, {""name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
53,PregnantSuggestive/dreamstimemaximum_216642668.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 67.40299987792969}]",['non_suggestive'],[67.40299987792969],FN,PregnantSuggestive/dreamstimemaximum_216642668.jpg,"[{name"": ""Explicit"", ""parent_name"": """"}, {""name"": ""Exposed Female Nipple"", ""parent_name"": ""Explicit Nudity""}, {""name"": ""Explicit Nudity"", ""parent_name"": ""Explicit""}]"""
54,PregnantSuggestive/dreamstimemaximum_145713360.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 71.81900024414062}]",['suggestive'],[71.81900024414062],TP,PregnantSuggestive/dreamstimemaximum_145713360.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}, {""name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
55,PregnantSuggestive/dreamstime_m_328775612.jpg,suggestive,"[{'Name': 'suggestive', 'Confidence': 63.06599807739258}]",['suggestive'],[63.06599807739258],TP,PregnantSuggestive/dreamstime_m_328775612.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Female Breast"", ""parent_name"": ""Non-Explicit Nudity""}, {""name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
56,PregnantSuggestive/dreamstime_m_179640101.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 50.95099639892578}]",['non_suggestive'],[50.95099639892578],FN,PregnantSuggestive/dreamstime_m_179640101.jpg,"[{name"": ""Explicit"", ""parent_name"": """"}, {""name"": ""Exposed Female Nipple"", ""parent_name"": ""Explicit Nudity""}, {""name"": ""Explicit Nudity"", ""parent_name"": ""Explicit""}, {""name"": ""Exposed Female Genitalia"", ""parent_name"": ""Explicit Nudity""}]"""
57,PregnantSuggestive/dreamstime_m_146191781.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 55.72999572753906}]",['non_suggestive'],[55.72999572753906],FN,PregnantSuggestive/dreamstime_m_146191781.jpg,"[{name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
58,PregnantSuggestive/dreamstime_m_143437542.jpg,suggestive,"[{'Name': 'non_suggestive', 'Confidence': 75.41799926757812}]",['non_suggestive'],[75.41799926757812],FN,PregnantSuggestive/dreamstime_m_143437542.jpg,"[{name"": ""Non-Explicit Nudity of Intimate parts and Kissing"", ""parent_name"": """"}, {""name"": ""Non-Explicit Nudity"", ""parent_name"": ""Non-Explicit Nudity of Intimate parts and Kissing""}, {""name"": ""Partially Exposed Buttocks"", ""parent_name"": ""Non-Explicit Nudity""}, {""name"": ""Swimwear or Underwear"", ""parent_name"": """"}, {""name"": ""Female Swimwear or Underwear"", ""parent_name"": ""Swimwear or Underwear""}]"""
